Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
5.35000   		0.59237         	0.67047          	0.02738          
5.36000   		-0.14870        	0.67269          	0.03410          
5.37000   		-1.08907        	0.66650          	0.04080          
5.38000   		-2.14531        	0.65033          	0.04740          
5.39000   		-3.21564        	0.62353          	0.05377          
5.40000   		-4.19228        	0.58649          	0.05983          
5.41000   		-4.97187        	0.54067          	0.06547          
5.42000   		-5.46319        	0.48849          	0.07062          
5.43000   		-5.58268        	0.43326          	0.07523          
5.44000   		-5.27628        	0.37897          	0.07929          
5.45000   		-4.59740        	0.32960          	0.08283          
5.46000   		-3.76416        	0.28779          	0.08591          
5.47000   		-3.09287        	0.25351          	0.08861          
5.48000   		-2.83614        	0.22386          	0.09100          
5.49000   		-3.05589        	0.19440          	0.09309          
5.50000   		-3.60397        	0.16110          	0.09487          
5.51000   		-4.19116        	0.12213          	0.09629          
5.52000   		-4.51266        	0.07861          	0.09730          
5.53000   		-4.38334        	0.03413          	0.09786          
5.54000   		-3.80011        	-0.00679         	0.09799          
5.55000   		-2.89859        	-0.04028         	0.09775          
5.56000   		-1.86764        	-0.06412         	0.09722          
5.57000   		-0.88633        	-0.07789         	0.09650          
5.58000   		-0.09337        	-0.08278         	0.09569          
5.59000   		0.41911         	-0.08115         	0.09487          
5.60000   		0.59847         	-0.07607         	0.09408          
5.61000   		0.43074         	-0.07092         	0.09335          
5.62000   		-0.04706        	-0.06900         	0.09265          
5.63000   		-0.73954        	-0.07294         	0.09195          
5.64000   		-1.50379        	-0.08415         	0.09117          
5.65000   		-2.17322        	-0.10254         	0.09024          
5.66000   		-2.59019        	-0.12635         	0.08910          
5.67000   		-2.64295        	-0.15252         	0.08770          
5.68000   		-2.29544        	-0.17721         	0.08605          
5.69000   		-1.59853        	-0.19668         	0.08418          
5.70000   		-0.67850        	-0.20807         	0.08215          
5.71000   		0.29553         	-0.20998         	0.08005          
5.72000   		1.17031         	-0.20265         	0.07798          
5.73000   		1.88565         	-0.18737         	0.07602          
5.74000   		2.50491         	-0.16542         	0.07425          
5.75000   		3.13699         	-0.13721         	0.07273          
5.76000   		3.80872         	-0.10248         	0.07153          
5.77000   		4.41298         	-0.06137         	0.07071          
5.78000   		4.76943         	-0.01546         	0.07032          
5.79000   		4.73468         	0.03206          	0.07040          
5.80000   		4.28614         	0.07716          	0.07095          
5.81000   		3.53673         	0.11628          	0.07192          
5.82000   		2.67999         	0.14736          	0.07325          
5.83000   		1.90838         	0.17030          	0.07484          
5.84000   		1.35448         	0.18662          	0.07663          
5.85000   		1.07344         	0.19876          	0.07856          
5.86000   		1.05364         	0.20939          	0.08060          
5.87000   		1.23414         	0.22083          	0.08275          
5.88000   		1.52947         	0.23465          	0.08503          
5.89000   		1.87454         	0.25167          	0.08746          
5.90000   		2.26273         	0.27236          	0.09007          
5.91000   		2.72740         	0.29731          	0.09292          
5.92000   		3.27124         	0.32730          	0.09604          
5.93000   		3.80534         	0.36268          	0.09948          
5.94000   		4.15121         	0.40247          	0.10331          
5.95000   		4.11135         	0.44378          	0.10754          
5.96000   		3.56508         	0.48216          	0.11217          
5.97000   		2.53297         	0.51265          	0.11715          
5.98000   		1.17902         	0.53121          	0.12238          
5.99000   		-0.24429        	0.53588          	0.12773          
6.00000   		-1.47431        	0.52729          	0.13306          
6.01000   		-2.30723        	0.50838          	0.13824          
6.02000   		-2.64259        	0.48363          	0.14321          
6.03000   		-2.49317        	0.45796          	0.14791          
6.04000   		-1.96475        	0.43567          	0.15238          
6.05000   		-1.23482        	0.41967          	0.15665          
6.06000   		-0.53974        	0.41080          	0.16079          
6.07000   		-0.12918        	0.40745          	0.16488          
6.08000   		-0.16587        	0.40598          	0.16895          
6.09000   		-0.63537        	0.40197          	0.17299          
6.10000   		-1.35259        	0.39203          	0.17697          
6.11000   		-2.06008        	0.37497          	0.18081          
6.12000   		-2.53306        	0.35200          	0.18445          
6.13000   		-2.64703        	0.32610          	0.18784          
6.14000   		-2.42574        	0.30074          	0.19097          
6.15000   		-2.05214        	0.27835          	0.19386          
6.16000   		-1.79810        	0.25910          	0.19655          
6.17000   		-1.90058        	0.24060          	0.19905          
6.18000   		-2.46314        	0.21878          	0.20135          
6.19000   		-3.42353        	0.18935          	0.20340          
6.20000   		-4.57774        	0.14934          	0.20510          
6.21000   		-5.62908        	0.09831          	0.20635          
6.22000   		-6.25725        	0.03888          	0.20704          
6.23000   		-6.24127        	-0.02361         	0.20712          
6.24000   		-5.59467        	-0.08279         	0.20658          
6.25000   		-4.58112        	-0.13367         	0.20549          
6.26000   		-3.58114        	-0.17448         	0.20394          
6.27000   		-2.92525        	-0.20702         	0.20203          
6.28000   		-2.77583        	-0.23552         	0.19981          
6.29000   		-3.05735        	-0.26469         	0.19731          
6.30000   		-3.46414        	-0.29730         	0.19451          
6.31000   		-3.58907        	-0.33256         	0.19136          
6.32000   		-3.11629        	-0.36609         	0.18786          
6.33000   		-1.95367        	-0.39144         	0.18406          
6.34000   		-0.24641        	-0.40244         	0.18008          
6.35000   		1.69424         	-0.39520         	0.17608          
6.36000   		3.49374         	-0.36926         	0.17224          
6.37000   		4.81793         	-0.32770         	0.16874          
6.38000   		5.45605         	-0.27633         	0.16572          
6.39000   		5.36434         	-0.22223         	0.16323          
6.40000   		4.66569         	-0.17208         	0.16126          
6.41000   		3.61094         	-0.13070         	0.15975          
6.42000   		2.49937         	-0.10014         	0.15861          
6.43000   		1.57250         	-0.07979         	0.15772          
6.44000   		0.93580         	-0.06724         	0.15699          
6.45000   		0.55643         	-0.05978         	0.15636          
6.46000   		0.32579         	-0.05537         	0.15578          
6.47000   		0.13748         	-0.05306         	0.15524          
6.48000   		-0.06397        	-0.05269         	0.15471          
6.49000   		-0.28607        	-0.05444         	0.15418          
6.50000   		-0.53327        	-0.05853         	0.15362          
6.51000   		-0.84873        	-0.06544         	0.15300          
6.52000   		-1.30883        	-0.07623         	0.15230          
6.53000   		-1.96819        	-0.09262         	0.15146          
6.54000   		-2.78571        	-0.11639         	0.15042          
6.55000   		-3.57807        	-0.14821         	0.14910          
6.56000   		-4.05301        	-0.18636         	0.14743          
6.57000   		-3.92555        	-0.22625         	0.14537          
6.58000   		-3.04851        	-0.26112         	0.14293          
6.59000   		-1.48689        	-0.28380         	0.14019          
6.60000   		0.48948         	-0.28879         	0.13731          
6.61000   		2.49283         	-0.27388         	0.13448          
6.62000   		4.15344         	-0.24065         	0.13189          
6.63000   		5.23726         	-0.19369         	0.12971          
6.64000   		5.67969         	-0.13911         	0.12804          
6.65000   		5.53168         	-0.08305         	0.12693          
6.66000   		4.88095         	-0.03099         	0.12637          
6.67000   		3.81950         	0.01252          	0.12629          
6.68000   		2.46542         	0.04394          	0.12658          
6.69000   		0.98194         	0.06118          	0.12712          
6.70000   		-0.44043        	0.06388          	0.12775          
6.71000   		-1.61889        	0.05359          	0.12835          
6.72000   		-2.40998        	0.03344          	0.12879          
6.73000   		-2.72963        	0.00775          	0.12900          
6.74000   		-2.55589        	-0.01868         	0.12895          
6.75000   		-1.92639        	-0.04109         	0.12864          
6.76000   		-0.95061        	-0.05548         	0.12815          
6.77000   		0.16822         	-0.05939         	0.12757          
6.78000   		1.14127         	-0.05284         	0.12700          
6.79000   		1.66652         	-0.03880         	0.12654          
6.80000   		1.54758         	-0.02273         	0.12623          
