Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
11.50000  		-6.10063        	0.46006          	-0.23996         
11.51000  		-5.13442        	0.40388          	-0.23565         
11.52000  		-3.60613        	0.36018          	-0.23184         
11.53000  		-1.85965        	0.33285          	-0.22839         
11.54000  		-0.28090        	0.32215          	-0.22513         
11.55000  		0.81271         	0.32481          	-0.22190         
11.56000  		1.27876         	0.33526          	-0.21861         
11.57000  		1.19393         	0.34763          	-0.21519         
11.58000  		0.80060         	0.35760          	-0.21166         
11.59000  		0.39057         	0.36356          	-0.20805         
11.60000  		0.18523         	0.36643          	-0.20440         
11.61000  		0.25270         	0.36862          	-0.20073         
11.62000  		0.49990         	0.37239          	-0.19702         
11.63000  		0.75027         	0.37864          	-0.19327         
11.64000  		0.85060         	0.38664          	-0.18945         
11.65000  		0.73812         	0.39459          	-0.18554         
11.66000  		0.45613         	0.40056          	-0.18156         
11.67000  		0.13747         	0.40353          	-0.17754         
11.68000  		-0.03446        	0.40404          	-0.17350         
11.69000  		0.12295         	0.40448          	-0.16946         
11.70000  		0.73567         	0.40878          	-0.16540         
11.71000  		1.80999         	0.42150          	-0.16125         
11.72000  		3.17984         	0.44645          	-0.15692         
11.73000  		4.50924         	0.48490          	-0.15228         
11.74000  		5.37707         	0.53433          	-0.14719         
11.75000  		5.42911         	0.58836          	-0.14158         
11.76000  		4.54730         	0.63824          	-0.13544         
11.77000  		2.95732         	0.67577          	-0.12885         
11.78000  		1.19162         	0.69651          	-0.12198         
11.79000  		-0.11813        	0.70188          	-0.11497         
11.80000  		-0.53202        	0.69863          	-0.10797         
11.81000  		-0.00956        	0.69592          	-0.10100         
11.82000  		1.08248         	0.70128          	-0.09402         
11.83000  		2.14394         	0.71742          	-0.08694         
11.84000  		2.59267         	0.74110          	-0.07965         
11.85000  		2.09381         	0.76453          	-0.07212         
11.86000  		0.70025         	0.77850          	-0.06439         
11.87000  		-1.15904        	0.77621          	-0.05660         
11.88000  		-2.86779        	0.75607          	-0.04893         
11.89000  		-3.89033        	0.72228          	-0.04153         
11.90000  		-3.96626        	0.68300          	-0.03450         
11.91000  		-3.17942        	0.64727          	-0.02785         
11.92000  		-1.92760        	0.62174          	-0.02152         
11.93000  		-0.78600        	0.60817          	-0.01538         
11.94000  		-0.27041        	0.60289          	-0.00933         
11.95000  		-0.61295        	0.59847          	-0.00332         
11.96000  		-1.68667        	0.58697          	0.00262          
11.97000  		-3.09739        	0.56305          	0.00838          
11.98000  		-4.35214        	0.52580          	0.01383          
11.99000  		-5.01929        	0.47895          	0.01886          
12.00000  		-4.84726        	0.42961          	0.02340          
12.01000  		-3.82457        	0.38626          	0.02748          
12.02000  		-2.16841        	0.35629          	0.03117          
12.03000  		-0.25893        	0.34415          	0.03466          
12.04000  		1.44377         	0.35008          	0.03812          
12.05000  		2.49045         	0.36975          	0.04171          
12.06000  		2.55445         	0.39497          	0.04553          
12.07000  		1.55092         	0.41550          	0.04959          
12.08000  		-0.29349        	0.42179          	0.05379          
12.09000  		-2.48718        	0.40788          	0.05796          
12.10000  		-4.44131        	0.37324          	0.06188          
12.11000  		-5.67094        	0.32268          	0.06537          
12.12000  		-5.92319        	0.26471          	0.06831          
12.13000  		-5.20129        	0.20909          	0.07067          
12.14000  		-3.72453        	0.16446          	0.07253          
12.15000  		-1.86335        	0.13652          	0.07402          
12.16000  		-0.05591        	0.12692          	0.07532          
12.17000  		1.29578         	0.13312          	0.07661          
12.18000  		1.93204         	0.14926          	0.07802          
12.19000  		1.80203         	0.16793          	0.07960          
12.20000  		1.05570         	0.18222          	0.08136          
12.21000  		-0.02988        	0.18735          	0.08322          
12.22000  		-1.14650        	0.18147          	0.08507          
12.23000  		-2.03668        	0.16555          	0.08681          
12.24000  		-2.54539        	0.14264          	0.08836          
12.25000  		-2.62747        	0.11678          	0.08966          
12.26000  		-2.31049        	0.09209          	0.09070          
12.27000  		-1.65289        	0.07227          	0.09151          
12.28000  		-0.73804        	0.06032          	0.09217          
12.29000  		0.30898         	0.05817          	0.09275          
12.30000  		1.32954         	0.06636          	0.09337          
12.31000  		2.18183         	0.08392          	0.09411          
12.32000  		2.79640         	0.10881          	0.09507          
12.33000  		3.18753         	0.13873          	0.09630          
12.34000  		3.41573         	0.17175          	0.09786          
12.35000  		3.53639         	0.20651          	0.09975          
12.36000  		3.55854         	0.24198          	0.10199          
12.37000  		3.42525         	0.27690          	0.10458          
12.38000  		3.04232         	0.30924          	0.10752          
12.39000  		2.35563         	0.33623          	0.11075          
12.40000  		1.41838         	0.35510          	0.11421          
12.41000  		0.39267         	0.36415          	0.11782          
12.42000  		-0.51492        	0.36354          	0.12147          
12.43000  		-1.14700        	0.35523          	0.12506          
12.44000  		-1.46376        	0.34218          	0.12855          
12.45000  		-1.53666        	0.32718          	0.13190          
12.46000  		-1.46841        	0.31215          	0.13510          
12.47000  		-1.30659        	0.29828          	0.13815          
12.48000  		-1.02531        	0.28662          	0.14107          
12.49000  		-0.57989        	0.27859          	0.14389          
12.50000  		0.03027         	0.27584          	0.14666          
12.51000  		0.74634         	0.27973          	0.14943          
12.52000  		1.47184         	0.29082          	0.15228          
12.53000  		2.09359         	0.30864          	0.15527          
12.54000  		2.49845         	0.33160          	0.15847          
12.55000  		2.60790         	0.35714          	0.16191          
12.56000  		2.42208         	0.38229          	0.16561          
12.57000  		2.03130         	0.40455          	0.16955          
12.58000  		1.56796         	0.42255          	0.17369          
12.59000  		1.12274         	0.43600          	0.17798          
12.60000  		0.69387         	0.44509          	0.18239          
12.61000  		0.20995         	0.44960          	0.18687          
12.62000  		-0.40940        	0.44861          	0.19137          
12.63000  		-1.19656        	0.44058          	0.19582          
12.64000  		-2.08830        	0.42415          	0.20015          
12.65000  		-2.91322        	0.39915          	0.20427          
12.66000  		-3.44242        	0.36737          	0.20811          
12.67000  		-3.47837        	0.33276          	0.21161          
12.68000  		-2.94542        	0.30064          	0.21477          
12.69000  		-1.95441        	0.27615          	0.21765          
12.70000  		-0.79426        	0.26240          	0.22033          
12.71000  		0.16930         	0.25928          	0.22293          
12.72000  		0.63502         	0.26330          	0.22554          
12.73000  		0.47624         	0.26885          	0.22820          
12.74000  		-0.21478        	0.27016          	0.23090          
12.75000  		-1.15749        	0.26330          	0.23358          
12.76000  		-1.98647        	0.24758          	0.23614          
12.77000  		-2.39763        	0.22566          	0.23851          
12.78000  		-2.27199        	0.20231          	0.24065          
12.79000  		-1.71352        	0.18238          	0.24257          
12.80000  		-0.98376        	0.16890          	0.24432          
12.81000  		-0.37017        	0.16213          	0.24597          
12.82000  		-0.05600        	0.16000          	0.24758          
12.83000  		-0.05772        	0.15943          	0.24917          
12.84000  		-0.25423        	0.15787          	0.25076          
12.85000  		-0.46458        	0.15428          	0.25232          
12.86000  		-0.50848        	0.14941          	0.25384          
12.87000  		-0.23723        	0.14568          	0.25532          
12.88000  		0.42942         	0.14664          	0.25677          
12.89000  		1.44852         	0.15603          	0.25828          
12.90000  		2.62259         	0.17639          	0.25993          
12.91000  		3.64385         	0.20772          	0.26184          
12.92000  		4.20788         	0.24698          	0.26411          
12.93000  		4.12582         	0.28865          	0.26679          
12.94000  		3.37506         	0.32615          	0.26987          
12.95000  		2.08275         	0.35344          	0.27328          
12.96000  		0.47151         	0.36621          	0.27689          
12.97000  		-1.18934        	0.36262          	0.28055          
12.98000  		-2.61020        	0.34363          	0.28409          
12.99000  		-3.51930        	0.31298          	0.28738          
13.00000  		-3.73211        	0.27672          	0.29033          
13.01000  		-3.21248        	0.24200          	0.29292          
13.02000  		-2.08509        	0.21551          	0.29520          
13.03000  		-0.59677        	0.20210          	0.29728          
13.04000  		0.95574         	0.20390          	0.29929          
13.05000  		2.30317         	0.22019          	0.30140          
13.06000  		3.25351         	0.24797          	0.30373          
13.07000  		3.69791         	0.28273          	0.30638          
13.08000  		3.59116         	0.31918          	0.30939          
13.09000  		2.94708         	0.35187          	0.31276          
13.10000  		1.86548         	0.37593          	0.31640          
13.11000  		0.55511         	0.38803          	0.32023          
13.12000  		-0.69199        	0.38735          	0.32412          
13.13000  		-1.57545        	0.37601          	0.32795          
13.14000  		-1.88050        	0.35873          	0.33162          
13.15000  		-1.55888        	0.34153          	0.33512          
13.16000  		-0.76497        	0.32992          	0.33847          
13.17000  		0.17830         	0.32698          	0.34175          
13.18000  		0.87862         	0.33227          	0.34504          
13.19000  		0.99980         	0.34166          	0.34841          
13.20000  		0.37439         	0.34853          	0.35186          
13.21000  		-0.92439        	0.34578          	0.35535          
13.22000  		-2.58352        	0.32824          	0.35873          
13.23000  		-4.14188        	0.29461          	0.36186          
13.24000  		-5.14600        	0.24817          	0.36458          
13.25000  		-5.30787        	0.19590          	0.36680          
13.26000  		-4.60169        	0.14636          	0.36851          
13.27000  		-3.26223        	0.10704          	0.36976          
13.28000  		-1.69412        	0.08226          	0.37069          
13.29000  		-0.33423        	0.07211          	0.37146          
13.30000  		0.48730         	0.07288          	0.37217          
13.31000  		0.64042         	0.07852          	0.37293          
13.32000  		0.20388         	0.08274          	0.37374          
13.33000  		-0.60269        	0.08074          	0.37456          
13.34000  		-1.51417        	0.07016          	0.37533          
13.35000  		-2.30164        	0.05108          	0.37594          
13.36000  		-2.82813        	0.02543          	0.37633          
13.37000  		-3.07752        	-0.00410         	0.37643          
13.38000  		-3.14602        	-0.03521         	0.37624          
13.39000  		-3.18390        	-0.06686         	0.37573          
13.40000  		-3.31009        	-0.09933         	0.37490          
13.41000  		-3.55524        	-0.13366         	0.37374          
13.42000  		-3.85989        	-0.17074         	0.37222          
13.43000  		-4.10271        	-0.21055         	0.37031          
13.44000  		-4.13509        	-0.25174         	0.36800          
13.45000  		-3.82759        	-0.29155         	0.36528          
13.46000  		-3.12197        	-0.32630         	0.36219          
13.47000  		-2.05722        	-0.35219         	0.35878          
13.48000  		-0.75111        	-0.36624         	0.35518          
13.49000  		0.64556         	-0.36676         	0.35150          
13.50000  		1.98579         	-0.35361         	0.34789          
13.51000  		3.14172         	-0.32797         	0.34447          
13.52000  		4.01627         	-0.29218         	0.34137          
13.53000  		4.55804         	-0.24931         	0.33865          
13.54000  		4.76991         	-0.20267         	0.33639          
13.55000  		4.70864         	-0.15528         	0.33460          
13.56000  		4.47783         	-0.10934         	0.33328          
13.57000  		4.20569         	-0.06593         	0.33241          
13.58000  		3.99859         	-0.02490         	0.33196          
13.59000  		3.88165         	0.01450          	0.33190          
13.60000  		3.76173         	0.05271          	0.33224          
13.61000  		3.45791         	0.08881          	0.33295          
13.62000  		2.80231         	0.12011          	0.33400          
13.63000  		1.74226         	0.14284          	0.33533          
13.64000  		0.37517         	0.15342          	0.33682          
13.65000  		-1.08576        	0.14987          	0.33835          
13.66000  		-2.38319        	0.13253          	0.33977          
13.67000  		-3.29797        	0.10412          	0.34096          
13.68000  		-3.71878        	0.06904          	0.34183          
13.69000  		-3.67790        	0.03205          	0.34234          
13.70000  		-3.34054        	-0.00304         	0.34248          
13.71000  		-2.94642        	-0.03447         	0.34229          
13.72000  		-2.71651        	-0.06279         	0.34180          
13.73000  		-2.76200        	-0.09018         	0.34103          
13.74000  		-3.04409        	-0.11921         	0.33999          
13.75000  		-3.40694        	-0.15147         	0.33864          
13.76000  		-3.66093        	-0.18681         	0.33695          
13.77000  		-3.66498        	-0.22344         	0.33490          
13.78000  		-3.36687        	-0.25860         	0.33249          
13.79000  		-2.79892        	-0.28942         	0.32974          
13.80000  		-2.05678        	-0.31370         	0.32672          
13.81000  		-1.28398        	-0.33041         	0.32349          
13.82000  		-0.65080        	-0.34008         	0.32013          
13.83000  		-0.30262        	-0.34485         	0.31671          
13.84000  		-0.29385        	-0.34783         	0.31324          
13.85000  		-0.55495        	-0.35207         	0.30975          
13.86000  		-0.90298        	-0.35936         	0.30619          
13.87000  		-1.07924        	-0.36927         	0.30255          
13.88000  		-0.82160        	-0.37878         	0.29881          
13.89000  		0.02254         	-0.38277         	0.29499          
13.90000  		1.39411         	-0.37569         	0.29119          
13.91000  		3.01163         	-0.35366         	0.28753          
13.92000  		4.46853         	-0.31626         	0.28417          
13.93000  		5.36919         	-0.26707         	0.28124          
13.94000  		5.43539         	-0.21305         	0.27884          
13.95000  		4.56892         	-0.16303         	0.27697          
13.96000  		2.87914         	-0.12579         	0.27554          
13.97000  		0.67364         	-0.10802         	0.27439          
13.98000  		-1.60438        	-0.11268         	0.27330          
13.99000  		-3.49515        	-0.13818         	0.27206          
14.00000  		-4.65969        	-0.17895         	0.27049          
14.01000  		-4.97733        	-0.22714         	0.26846          
14.02000  		-4.56292        	-0.27484         	0.26595          
14.03000  		-3.69553        	-0.31613         	0.26299          
14.04000  		-2.69467        	-0.34808         	0.25966          
14.05000  		-1.81410        	-0.37062         	0.25606          
14.06000  		-1.20347        	-0.38571         	0.25227          
14.07000  		-0.92843        	-0.39637         	0.24836          
14.08000  		-0.99906        	-0.40601         	0.24434          
14.09000  		-1.36658        	-0.41784         	0.24023          
14.10000  		-1.90224        	-0.43418         	0.23597          
14.11000  		-2.40333        	-0.45571         	0.23153          
14.12000  		-2.63929        	-0.48092         	0.22685          
14.13000  		-2.41820        	-0.50621         	0.22191          
14.14000  		-1.65658        	-0.52658         	0.21674          
14.15000  		-0.43160        	-0.53702         	0.21141          
14.16000  		1.02429         	-0.53406         	0.20604          
14.17000  		2.40279         	-0.51692         	0.20078          
14.18000  		3.42828         	-0.48777         	0.19574          
14.19000  		3.93593         	-0.45095         	0.19105          
14.20000  		3.89842         	-0.41178         	0.18673          
14.21000  		3.40945         	-0.37524         	0.18280          
14.22000  		2.63542         	-0.34501         	0.17921          
14.23000  		1.75252         	-0.32307         	0.17587          
14.24000  		0.89991         	-0.30981         	0.17272          
14.25000  		0.16439         	-0.30449         	0.16965          
14.26000  		-0.41881        	-0.30576         	0.16661          
14.27000  		-0.85515        	-0.31213         	0.16352          
14.28000  		-1.15985        	-0.32221         	0.16035          
14.29000  		-1.32346        	-0.33462         	0.15707          
14.30000  		-1.30557        	-0.34777         	0.15366          
14.31000  		-1.06084        	-0.35960         	0.15012          
14.32000  		-0.57879        	-0.36780         	0.14648          
14.33000  		0.08100         	-0.37029         	0.14278          
14.34000  		0.76981         	-0.36603         	0.13909          
14.35000  		1.25913         	-0.35589         	0.13548          
14.36000  		1.29220         	-0.34313         	0.13198          
14.37000  		0.67145         	-0.33331         	0.12861          
14.38000  		-0.65259        	-0.33322         	0.12528          
14.39000  		-2.52629        	-0.34911         	0.12189          
14.40000  		-4.60144        	-0.38475         	0.11824          
14.41000  		-6.42959        	-0.43991         	0.11413          
14.42000  		-7.61866        	-0.51015         	0.10939          
14.43000  		-7.97073        	-0.58810         	0.10390          
14.44000  		-7.52524        	-0.66558         	0.09763          
14.45000  		-6.50109        	-0.73571         	0.09061          
14.46000  		-5.18752        	-0.79415         	0.08295          
14.47000  		-3.83642        	-0.83927         	0.07477          
14.48000  		-2.59139        	-0.87141         	0.06621          
14.49000  		-1.47396        	-0.89174         	0.05739          
14.50000  		-0.42307        	-0.90122         	0.04841          
14.51000  		0.64006         	-0.90014         	0.03940          
14.52000  		1.75072         	-0.88818         	0.03045          
14.53000  		2.86124         	-0.86512         	0.02167          
14.54000  		3.83449         	-0.83164         	0.01318          
14.55000  		4.47547         	-0.79009         	0.00506          
14.56000  		4.59449         	-0.74474         	-0.00261         
14.57000  		4.08025         	-0.70137         	-0.00984         
14.58000  		2.94901         	-0.66622         	-0.01667         
14.59000  		1.34820         	-0.64474         	-0.02321         
14.60000  		-0.47432        	-0.64037         	-0.02962         
14.61000  		-2.21260        	-0.65380         	-0.03607         
14.62000  		-3.55280        	-0.68263         	-0.04275         
14.63000  		-4.23937        	-0.72159         	-0.04976         
14.64000  		-4.14168        	-0.76350         	-0.05719         
14.65000  		-3.28211        	-0.80062         	-0.06502         
14.66000  		-1.81426        	-0.82610         	-0.07316         
14.67000  		0.02054         	-0.83507         	-0.08148         
14.68000  		1.93781         	-0.82527         	-0.08980         
14.69000  		3.66406         	-0.79727         	-0.09793         
14.70000  		5.00227         	-0.75393         	-0.10569         
14.71000  		5.87661         	-0.69954         	-0.11297         
14.72000  		6.32518         	-0.63853         	-0.11966         
14.73000  		6.45140         	-0.57465         	-0.12573         
14.74000  		6.37138         	-0.51053         	-0.13115         
14.75000  		6.18369         	-0.44776         	-0.13594         
14.76000  		5.95821         	-0.38705         	-0.14012         
14.77000  		5.72891         	-0.32861         	-0.14369         
14.78000  		5.49186         	-0.27251         	-0.14670         
14.79000  		5.22181         	-0.21894         	-0.14915         
14.80000  		4.90102         	-0.16833         	-0.15109         
14.81000  		4.53856         	-0.12113         	-0.15253         
14.82000  		4.17400         	-0.07757         	-0.15352         
14.83000  		3.87667         	-0.03731         	-0.15409         
14.84000  		3.74122         	0.00078          	-0.15427         
14.85000  		3.86854         	0.03883          	-0.15408         
14.86000  		4.33072         	0.07982          	-0.15349         
14.87000  		5.13555         	0.12715          	-0.15246         
14.88000  		6.20670         	0.18386          	-0.15091         
14.89000  		7.38428         	0.25182          	-0.14874         
14.90000  		8.44856         	0.33098          	-0.14584         
14.91000  		9.16727         	0.41906          	-0.14210         
14.92000  		9.35582         	0.51168          	-0.13744         
14.93000  		8.93349         	0.60313          	-0.13187         
14.94000  		7.95698         	0.68758          	-0.12540         
14.95000  		6.62019         	0.76046          	-0.11815         
14.96000  		5.21484         	0.81964          	-0.11024         
14.97000  		4.03925         	0.86591          	-0.10180         
14.98000  		3.27267         	0.90247          	-0.09295         
14.99000  		2.89118         	0.93329          	-0.08377         
15.00000  		2.68698         	0.96118          	-0.07430         
15.01000  		2.36952         	0.98646          	-0.06456         
15.02000  		1.68459         	1.00673          	-0.05459         
15.03000  		0.50257         	1.01767          	-0.04445         
15.04000  		-1.14650        	1.01445          	-0.03428         
15.05000  		-3.08965        	0.99327          	-0.02422         
15.06000  		-5.06194        	0.95251          	-0.01448         
15.07000  		-6.77137        	0.89334          	-0.00524         
15.08000  		-7.96254        	0.81967          	0.00334          
15.09000  		-8.47131        	0.73750          	0.01113          
15.10000  		-8.25905        	0.65385          	0.01808          
15.11000  		-7.41339        	0.57549          	0.02422          
15.12000  		-6.11732        	0.50784          	0.02963          
15.13000  		-4.60005        	0.45425          	0.03443          
15.14000  		-3.08486        	0.41582          	0.03877          
15.15000  		-1.75121        	0.39164          	0.04279          
15.16000  		-0.71962        	0.37929          	0.04664          
15.17000  		-0.05423        	0.37542          	0.05041          
15.18000  		0.22777         	0.37629          	0.05416          
15.19000  		0.14701         	0.37816          	0.05793          
15.20000  		-0.24453        	0.37768          	0.06172          
15.21000  		-0.86867        	0.37211          	0.06547          
15.22000  		-1.62152        	0.35966          	0.06914          
15.23000  		-2.36707        	0.33972          	0.07264          
15.24000  		-2.94234        	0.31317          	0.07591          
15.25000  		-3.19947        	0.28246          	0.07889          
15.26000  		-3.07302        	0.25110          	0.08156          
15.27000  		-2.62321        	0.22262          	0.08392          
15.28000  		-2.01847        	0.19941          	0.08603          
15.29000  		-1.46647        	0.18198          	0.08793          
15.30000  		-1.13474        	0.16898          	0.08968          
15.31000  		-1.10404        	0.15778          	0.09131          
15.32000  		-1.37248        	0.14540          	0.09283          
15.33000  		-1.89185        	0.12908          	0.09421          
15.34000  		-2.60145        	0.10661          	0.09539          
15.35000  		-3.44176        	0.07640          	0.09631          
15.36000  		-4.34621        	0.03746          	0.09689          
15.37000  		-5.22016        	-0.01038         	0.09703          
15.38000  		-5.93550        	-0.06615         	0.09666          
15.39000  		-6.36202        	-0.12764         	0.09569          
15.40000  		-6.41297        	-0.19152         	0.09410          
15.41000  		-6.06484        	-0.25391         	0.09187          
15.42000  		-5.34306        	-0.31095         	0.08904          
15.43000  		-4.30539        	-0.35919         	0.08568          
15.44000  		-3.05085        	-0.39597         	0.08189          
15.45000  		-1.73619        	-0.41990         	0.07780          
15.46000  		-0.55664        	-0.43137         	0.07353          
15.47000  		0.31727         	-0.43256         	0.06921          
15.48000  		0.80506         	-0.42695         	0.06491          
15.49000  		0.94198         	-0.41822         	0.06068          
15.50000  		0.86178         	-0.40920         	0.05654          
15.51000  		0.75253         	-0.40113         	0.05249          
15.52000  		0.79630         	-0.39338         	0.04852          
15.53000  		1.10364         	-0.38388         	0.04463          
15.54000  		1.66472         	-0.37004         	0.04086          
15.55000  		2.34904         	-0.34997         	0.03725          
15.56000  		2.96373         	-0.32341         	0.03388          
15.57000  		3.33639         	-0.29191         	0.03080          
15.58000  		3.37525         	-0.25835         	0.02805          
15.59000  		3.09034         	-0.22602         	0.02563          
15.60000  		2.58465         	-0.19765         	0.02351          
15.61000  		2.02116         	-0.17462         	0.02166          
15.62000  		1.56928         	-0.15667         	0.02000          
15.63000  		1.34514         	-0.14209         	0.01851          
15.64000  		1.37275         	-0.12850         	0.01716          
15.65000  		1.58541         	-0.11371         	0.01595          
15.66000  		1.85464         	-0.09651         	0.01489          
15.67000  		2.02335         	-0.07712         	0.01402          
15.68000  		1.94337         	-0.05729         	0.01335          
15.69000  		1.51732         	-0.03999         	0.01287          
15.70000  		0.72583         	-0.02877         	0.01253          
15.71000  		-0.36733        	-0.02698         	0.01226          
15.72000  		-1.61929        	-0.03691         	0.01195          
15.73000  		-2.82260        	-0.05912         	0.01148          
15.74000  		-3.74927        	-0.09198         	0.01073          
15.75000  		-4.21890        	-0.13182         	0.00962          
15.76000  		-4.15372        	-0.17368         	0.00809          
15.77000  		-3.59150        	-0.21241         	0.00616          
15.78000  		-2.66003        	-0.24367         	0.00387          
15.79000  		-1.53719        	-0.26465         	0.00132          
15.80000  		-0.41637        	-0.27442         	-0.00139         
15.81000  		0.51977         	-0.27391         	-0.00414         
15.82000  		1.12614         	-0.26568         	-0.00684         
15.83000  		1.32820         	-0.25340         	-0.00944         
15.84000  		1.14986         	-0.24101         	-0.01191         
15.85000  		0.71476         	-0.23169         	-0.01427         
15.86000  		0.21558         	-0.22704         	-0.01656         
15.87000  		-0.13665        	-0.22664         	-0.01882         
15.88000  		-0.17665        	-0.22821         	-0.02110         
15.89000  		0.14857         	-0.22835         	-0.02338         
15.90000  		0.75266         	-0.22384         	-0.02565         
15.91000  		1.45347         	-0.21281         	-0.02784         
15.92000  		2.05651         	-0.19526         	-0.02988         
15.93000  		2.42278         	-0.17287         	-0.03173         
15.94000  		2.49442         	-0.14828         	-0.03333         
15.95000  		2.28392         	-0.12439         	-0.03469         
15.96000  		1.85136         	-0.10371         	-0.03583         
15.97000  		1.28794         	-0.08802         	-0.03679         
15.98000  		0.69773         	-0.07809         	-0.03761         
15.99000  		0.17166         	-0.07374         	-0.03837         
16.00000  		-0.23026        	-0.07403         	-0.03910         
16.01000  		-0.47744        	-0.07757         	-0.03986         
16.02000  		-0.55832        	-0.08275         	-0.04066         
16.03000  		-0.47667        	-0.08793         	-0.04151         
16.04000  		-0.25664        	-0.09159         	-0.04241         
16.05000  		0.05551         	-0.09260         	-0.04334         
16.06000  		0.40036         	-0.09032         	-0.04425         
16.07000  		0.71508         	-0.08474         	-0.04513         
16.08000  		0.92970         	-0.07652         	-0.04594         
16.09000  		0.95344         	-0.06710         	-0.04666         
16.10000  		0.67681         	-0.05895         	-0.04729         
16.11000  		0.00870         	-0.05552         	-0.04785         
16.12000  		-1.07216        	-0.06084         	-0.04842         
16.13000  		-2.49273        	-0.07867         	-0.04911         
16.14000  		-4.09464        	-0.11160         	-0.05005         
16.15000  		-5.65428        	-0.16035         	-0.05140         
16.16000  		-6.92136        	-0.22323         	-0.05330         
16.17000  		-7.69628        	-0.29631         	-0.05589         
16.18000  		-7.91346        	-0.37436         	-0.05925         
16.19000  		-7.65711        	-0.45222         	-0.06338         
16.20000  		-7.08838        	-0.52594         	-0.06828         
16.21000  		-6.35007        	-0.59314         	-0.07388         
16.22000  		-5.51741        	-0.65247         	-0.08011         
16.23000  		-4.59788        	-0.70305         	-0.08690         
16.24000  		-3.55787        	-0.74383         	-0.09414         
16.25000  		-2.36924        	-0.77346         	-0.10174         
16.26000  		-1.05776        	-0.79060         	-0.10957         
16.27000  		0.28575         	-0.79446         	-0.11750         
16.28000  		1.53871         	-0.78534         	-0.12541         
16.29000  		2.58888         	-0.76470         	-0.13317         
16.30000  		3.36681         	-0.73492         	-0.14068         
16.31000  		3.87680         	-0.69870         	-0.14785         
16.32000  		4.21059         	-0.65826         	-0.15464         
16.33000  		4.50637         	-0.61468         	-0.16100         
16.34000  		4.85952         	-0.56785         	-0.16692         
16.35000  		5.25672         	-0.51727         	-0.17235         
16.36000  		5.59083         	-0.46303         	-0.17725         
16.37000  		5.73427         	-0.40641         	-0.18160         
16.38000  		5.61025         	-0.34968         	-0.18538         
16.39000  		5.22503         	-0.29551         	-0.18860         
16.40000  		4.65593         	-0.24610         	-0.19131         
16.41000  		4.00858         	-0.20278         	-0.19355         
16.42000  		3.37268         	-0.16587         	-0.19538         
16.43000  		2.80909         	-0.13496         	-0.19688         
16.44000  		2.36890         	-0.10907         	-0.19810         
16.45000  		2.11056         	-0.08668         	-0.19908         
16.46000  		2.09484         	-0.06565         	-0.19984         
16.47000  		2.36342         	-0.04336         	-0.20039         
16.48000  		2.91383         	-0.01697         	-0.20069         
16.49000  		3.68579         	0.01603          	-0.20070         
16.50000  		4.56860         	0.05730          	-0.20034         
16.51000  		5.42075         	0.10724          	-0.19953         
16.52000  		6.09378         	0.16482          	-0.19817         
16.53000  		6.46454         	0.22761          	-0.19621         
16.54000  		6.46941         	0.29228          	-0.19362         
16.55000  		6.11953         	0.35522          	-0.19037         
16.56000  		5.48867         	0.41326          	-0.18653         
16.57000  		4.68558         	0.46413          	-0.18213         
16.58000  		3.82013         	0.50666          	-0.17727         
16.59000  		2.96236         	0.54058          	-0.17203         
16.60000  		2.10967         	0.56594          	-0.16649         
16.61000  		1.19491         	0.58246          	-0.16074         
16.62000  		0.14152         	0.58914          	-0.15487         
16.63000  		-1.07135        	0.58449          	-0.14899         
16.64000  		-2.37636        	0.56725          	-0.14323         
16.65000  		-3.63082        	0.53722          	-0.13769         
16.66000  		-4.66463        	0.49574          	-0.13252         
16.67000  		-5.34230        	0.44571          	-0.12781         
16.68000  		-5.60293        	0.39098          	-0.12362         
16.69000  		-5.45475        	0.33569          	-0.11999         
16.70000  		-4.94827        	0.28368          	-0.11690         
16.71000  		-4.16318        	0.23812          	-0.11429         
16.72000  		-3.20946        	0.20126          	-0.11210         
16.73000  		-2.22156        	0.17410          	-0.11024         
16.74000  		-1.33796        	0.15630          	-0.10859         
16.75000  		-0.67331        	0.14625          	-0.10708         
16.76000  		-0.27980        	0.14148          	-0.10565         
16.77000  		-0.09724        	0.13960          	-0.10424         
16.78000  		0.06103         	0.13941          	-0.10285         
16.79000  		0.42694         	0.14185          	-0.10145         
16.80000  		1.13014         	0.14964          	-0.10000         
16.81000  		2.09170         	0.16575          	-0.09843         
16.82000  		3.03123         	0.19136          	-0.09665         
16.83000  		3.57297         	0.22438          	-0.09458         
16.84000  		3.39284         	0.25921          	-0.09216         
16.85000  		2.34856         	0.28792          	-0.08941         
16.86000  		0.54699         	0.30240          	-0.08644         
16.87000  		-1.67844        	0.29674          	-0.08343         
16.88000  		-3.87662        	0.26897          	-0.08058         
16.89000  		-5.63023        	0.22143          	-0.07812         
16.90000  		-6.68196        	0.15987          	-0.07620         
16.91000  		-6.99009        	0.09151          	-0.07494         
16.92000  		-6.70875        	0.02302          	-0.07437         
16.93000  		-6.11297        	-0.04109         	-0.07447         
16.94000  		-5.50072        	-0.09916         	-0.07517         
16.95000  		-5.10265        	-0.15218         	-0.07643         
16.96000  		-5.01796        	-0.20278         	-0.07821         
16.97000  		-5.19395        	-0.25384         	-0.08049         
16.98000  		-5.46457        	-0.30713         	-0.08329         
16.99000  		-5.63611        	-0.36264         	-0.08664         
